400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000
800000	800000	800000	800000	800000	800000	800000	800000	800000	800000	800000	800000
150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000
410000	410000	410000	410000	410000	410000	410000	410000	410000	410000	410000	410000
0	0	280000	280000	280000	280000	280000	280000	280000	280000	280000	280000
1200000	0	1200000	0	0	0	1200000	0	0	0	0	0

200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000
18750000	0	0	0	0	0	0	0	0	0	0	0
